ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;liquidez;gema;volume_dia
EGIE3;30,4;-0,72;-6,81;-10,27;33,4;-0,268;-5,3;3,12;3,13;13,7;27,7;13.6;2,55;-;20.2%;65;FORTE OPORTUNIDADE;alta;False;8712900
ANIM3;2,11;9,33;-21,27;-21,85;32,6;-0,029;-8,6;3,06;9,36;9,9;150,6;5.9;0,33;-;8.7%;60;FORTE OPORTUNIDADE;alta;False;35186000
CAML3;4,3;-2,49;-15,35;-11,52;31,5;-0,031;-14,8;3,72;5,74;7,0;69,9;14.3;0,49;-;3.4%;60;FORTE OPORTUNIDADE;alta;False;4774700
POMO4;5,27;-2,95;-7,38;-12,02;31,2;-0,044;-15,4;1,49;3,35;0,8;50,9;5.3;1,61;-;30.9%;55;OBSERVAR;alta;False;12400700
POMO3;4,9;-2,0;-6,49;-15,08;29,1;-0,039;-6,2;1,55;3,55;1,4;37,6;4.9;1,5;-;30.9%;55;OBSERVAR;alta;False;1664600
CPLE3;14,6;-2,8;-2,99;-1,22;42,7;-0,022;0,8;2,47;2,42;48,4;15,6;16.0;1,82;-;10.8%;50;OBSERVAR;alta;False;42664400
SBSP3;29,3;-2,27;-2,33;8,92;48,9;0,028;46,1;0,77;2,58;46,4;20,5;11.5;2,35;-;21.2%;50;OBSERVAR;alta;False;9671700
GFSA3;0,44;-10,2;-31,25;-68,79;19,8;-0,048;10,9;1,88;23,38;0,0;4284,1;-;0,01;-;-34.7%;50;OBSERVAR;alta;False;6964700
CURY3;31,29;-4,4;-4,31;-4,37;41,7;-0,354;-6,2;1,15;4,15;26,4;31,2;8.7;6,24;-;73.7%;50;OBSERVAR;alta;False;4405700
TEND3;32,49;-1,66;-5,8;-3,16;40,6;-0,525;1,1;0,65;4,72;68,9;16,8;6.6;2,93;-;47.1%;50;OBSERVAR;alta;False;1552300
MTRE3;3,0;-2,33;-5,38;-7,13;31,1;-0,018;-7,8;1,45;3,21;3,4;38,2;5.2;0,31;-;8.3%;50;OBSERVAR;alta;False;1122700
CEAB3;9,98;-3,48;-3,29;2,78;40,7;-0,018;18,7;1,26;4,73;5,7;81,1;5.3;0,81;-;16.8%;45;OBSERVAR;alta;False;7935400
DIRR3;12,38;-2,29;-2,44;-7,96;38,1;-0,152;2,2;1,01;4,15;9,0;39,4;7.8;3,02;-;42.9%;45;OBSERVAR;alta;False;7817500
ECOR3;7,22;-4,62;-2,43;7,28;45,2;0,032;37,0;1,65;4,1;20,3;65,3;6.7;1,23;-;17.3%;45;OBSERVAR;alta;False;6659300
ISAE4;28,0;0,79;-4,53;0,36;47,3;-0,013;36,5;1,75;2,66;42,6;14,4;7.9;0,86;-;11.3%;45;OBSERVAR;alta;False;5148800
SHUL4;4,5;0,0;-0,88;-4,1;35,9;-0,009;9,5;1,43;2,33;13,6;23,6;5.8;1,05;-;18.2%;45;OBSERVAR;baixa;True;641700
ALLD3;4,46;-1,11;-3,46;-7,66;24,3;0,017;-2,1;0,66;3,07;0,0;84,6;1.3;0,28;-;21.8%;45;OBSERVAR;baixa;True;264500
LREN3;13,65;-3,19;-3,53;-0,87;40,7;-0,065;7,6;1,14;3,8;13,2;29,1;9.2;1,29;-;14.5%;40;OBSERVAR;alta;False;16448600
MOVI3;8,72;0,11;-0,57;-1,36;40,1;-0,013;19,6;2,05;4,61;63,2;71,7;8.3;0,96;-;12.9%;40;OBSERVAR;alta;False;8387800
RAIZ4;0,29;0,0;-21,62;-27,5;25,7;-0,01;-2,8;0,6;9,78;3,6;441,4;-;-0,34;-;-548.1%;40;OBSERVAR;alta;False;7986800
PGMN3;3,49;-1,13;-4,64;-6,18;35,2;0,019;-2,4;1,22;4,35;10,8;118,3;7.1;0,75;-;10.1%;40;OBSERVAR;alta;False;5676600
ITUB3;45,29;-0,44;0,96;7,45;62,6;0,012;70,2;1,68;2,06;68,1;4,5;11.0;2,38;-;21.8%;40;OBSERVAR;alta;False;3205000
AZEV4;1,23;2,5;-3,15;-38,5;32,1;-0,023;18,8;1,47;19,57;7,0;989,4;-;0,32;-;-145.3%;40;OBSERVAR;alta;False;2047900
SYNE3;4,1;-3,53;-2,38;5,94;50,1;-0,019;10,3;0,55;3,41;18,8;27,2;9.5;0,9;-;4.7%;40;OBSERVAR;baixa;True;226100
VVEO3;0,57;-1,72;-3,39;-53,28;26,3;-0,001;29,9;0,54;12,61;1,8;226,3;9.5;0,1;-;1.1%;35;NEUTRO;alta;False;2345900
PINE4;11,26;-4,58;-6,4;-15,29;36,0;0,002;2,4;2,06;5,38;117,7;40,5;5.2;1,67;-;36.5%;35;NEUTRO;alta;False;2273300
GGPS3;12,36;-3,51;-0,16;9,38;49,8;0,12;60,5;0,61;3,38;11,2;59,0;13.1;2,26;-;17.1%;35;NEUTRO;alta;False;1890700
MLAS3;1,72;0,58;2,38;3,61;55,8;0,006;78,2;0,6;4,75;114,9;8,1;7.8;0,45;-;6.0%;35;NEUTRO;baixa;True;705100
FIQE3;5,62;-1,58;-3,1;-1,92;37,9;0,017;9,0;0,59;3,34;105,4;38,1;9.1;1,87;-;18.8%;35;NEUTRO;baixa;True;515400
PASS3;24,91;-0,8;0,93;0,85;47,8;0,099;56,4;0,38;3,06;4,3;13,8;14.4;3,11;-;18.8%;35;NEUTRO;baixa;True;481500
TFCO4;14,6;-2,41;-0,68;0,56;43,3;-0,027;5,3;0,86;3,17;8,0;24,5;15.5;3,76;-;26.4%;35;NEUTRO;baixa;True;369200
AZEV3;1,64;12,33;27,13;-41,43;34,5;0,018;35,4;1,67;15,58;33,3;680,5;-;0,43;-;-145.3%;35;NEUTRO;baixa;True;347500
